MONOMER-15468				
MONOMER-19783	G-44487		butachlor butoxymethanol hydrolase monomer	ChlH
CPLX-8839				RAMP2
AT2G41540-MONOMER	AT2G41540			
MONOMER-17757	G-15431	D3KYA0		
CPLX-5061			L-carnitine dehydrogenase	
MONOMER-19542	G-10168		acyl coenzyme A: isopenicillin <i>N</i> acyltransferase &beta; subunit	
G6647-MONOMER	G6647	P76041	glucosylglycerate phosphorylase	GgaP, YcjM, putative glucosyltransferase, &alpha;-amylase catalytic domain family protein YcjM
CPLX-9261				
MONOMER-112			24 kDa subunit	
MONOMER18C3-18	G18C3-17	D9J0D5	cembratrienol synthase	
CPLX-7074				
G3O-30532-MONOMER	G3O-30532	P25338	2-hydroxy fatty acid dioxygenase	
MONOMER-20170	G-55061	Q8PDX2	acyl-CoA:acyl-CoA alkyltransferase monomer	OleA
CPLX0-7615				
MONOMER-8568	G-6542	P13444	methionine adenosyltransferase I, &alpha; subunit	
MONOMER-12343			(S)-cis-N-methylstylopine 14-hydroxylase/(S)-N-methylcanadine 14-monooxygenase	
CPLX-7511				
MONOMER-14543	G-11114	Q7DDU0	<i>N</i>-acetylneuraminate synthase subunit	SiaC
PNTB-MONOMER	EG10745	P0AB67	pyridine nucleotide transhydrogenase subunit &beta;	PntB
CPLX4LZ-290			Cyt b<sub>6</sub>f monomer	
MONOMER-12953	G-9907		renin-2 heavy chain	submandibular gland renin heavy chain
MONOMER-12000			2-acyl-4,6-diprenylphloroglucinol hydroxylase	
MONOMER-15430				
CPLX-7929			cytosolic 5'-nucleotidase II	5'-nucleotidase cytosolic II, cN-II, high <i>K</i><sub>m</sub> 5'-NT, purine 5'-NT, GMP,IMP-specific 5'-NT
MONOMER66-34439	HS08648		isoaspartyl peptidase/L-asparaginase alpha chain	
MONOMER-12878				
MONOMER-0			periplasmic dehydroquinate dehydratase	
MONOMER-17509				
B1296-MONOMER	G6643	P76037		YcjJ, PuuP
CPLX-8382				
MONOMER-15099	G-11535	P14673		
MONOMER-18185	G-17696	Q54527	aclacinomycin 10-Hydroxylase monomer	RdmB
CPLX-1782				
AT5G08530-MONOMER	AT5G08530	Q9FNN5	NADH-ubiquinone oxidoreductase 51 kDa subunit	
MONOMER-15892	G-12211	B0L7F7	SalA	
CPLX-8821				
MONOMER-19956	G-44656	Q9R5L1	dTDP-D-glucose 4,6-dehydratase monomer	DnmM
GLYC3PDEHYDROGBIOSYN-MONOMER	EG20091	P0A6S7	glycerol-3-phosphate dehydrogenase	GpsA
CPLX-4821			2-hydroxypropyl-CoM lyase	aliphatic epoxide carboxylation complex component I, epoxyalkane:coenzyme M transferase
MONOMER-17948	G-15941	Q9WYP5		IolG
DEOXYRIBOSE-P-ALD-MONOMER	EG10221	P0A6L0		Tlr, Dra, ThyR, DeoC
CPLX-9247			malic enzyme dimer	
G7429-MONOMER	G7429	P76632	type I-E CRISPR system Cascade subunit CasB	YgcK, CasB, Cse2, Cascade subunit B
MONOMER-20589	G-58746	O83033	cytidylyl-2-hydroxypropylphosphonate hydrolase	FomD
CPLX-7059				homogentisate dioxygenase
BSU35660-MONOMER	BSU35660	P39131	UDP-<i>N</i>-acetylglucosamine 2-epimerase	YvyH, MnaA
MONOMER-18587	G-18052	C9K1X6	octat-9-en-7-ol 5-monooxygenase	
CPLX0-7521			carbonic anhydrase 2	
MONOMER-20357	G-58145	A1BDQ4	lycopene &beta;-monocyclase	CruA
HS03665-MONOMER	HS03665	P15848	arylsulfatase B	ASB, G4S, <i>N</i>-acetylgalactosamine-4-sulfatase
CPLX-7485				
MONOMER-12577	G-9654	Q8NKT6	sulfur reductase FeS subunit	SreB
SYNPCC7942_2234-MONOMER	SYNPCC7942_2234	Q31L05	NADH dehydrogenase I subunit N	NdhN
CPLX490-3602			ATP synthase Fo, peripheral stalk	
HS00424-MONOMER	HS00424	P13196	5-aminolevulinate synthase, nonspecific, mitochondrial	ALAS-H
MONOMER-2102	G-1442	Q9SUM3		
CPLX-7913			dichlorochromopyrrolate synthase	
RPIASYN-MONOMER	G-395			RpiA
MONOMER-13344	G-10153	Q6J1Z6	2-amino-5-chlorophenol 1,6-dioxygenase &beta; subunit	
LYSDECARBOX-CPLX			lysine decarboxylase 1	LdcI, LDC1
MONOMER-15648				
HS08788-MONOMER	HS08788	O60760	hematopoietic prostaglandin D synthase	glutathione-dependent PGD synthetase, H-PGDS, prostaglandin-H2 D-isomerase
CPLX-8363				
MONOMER-13092	G-9972	Q9X671	sorbitol-6-phosphate dehydrogenase subunit	SrlD
YKL141W-MONOMER	YKL141W	P33421	succinate dehydrogenase cytochrome b	
CPLX-1702			granule-bound starch synthase I	GBSSI
YBR038W-MONOMER	YBR038W	P14180	chitin synthase 2	
MONOMER-16329	G-12598	Q9F5K5	23S rRNA (guanine<sup>2535</sup>-<i>N</i><sup>1</sup>)-methyltransferase	
CPLX-8806			narbonolide/10-deoxymethynolide polyketide synthase complex  monomer	
MONOMER-18350	G-17850	G5DGA8		
MONOMER-13822	G-10542	P73962		MenA
CPLX-4661				
MONOMER-16067	G-12372	D3RVA2	SoxZ	
EG11298-MONOMER	EG11298	P25536	nucleoside triphosphate pyrophosphatase YhdE	YhdE
CPLX-9232			tRNA (carboxymethyluridine<small><sup>34</sup></small>-5-<em>O</em>)-methyltransferase complex	
EG10599-MONOMER	EG10599	P0A6F5	chaperonin GroEL	GroL, MopA, GroEL, cpn60
MONOMER-18972			Gly unit 3	
CPLX-7040				
MONOMER-20764	G-63021	Q9X5T6	mitomycin 6-<em>O</em>-methyltransferase	MmcR
MONOMER-16836	G-14663	E3VWJ9		PenM, CYP161C3
CPLX0-3976			Enterobacterial Common Antigen Biosynthesis Protein Complex	
MONOMER-18749	G-27217	P02879	ricin precursor	
ENSG00000136720-MONOMER	HS06203	O60243	[heparan-sulfate]-6-<i>O</i>-sulfotransferase 1	HS6ST-1
CPLX-747			benzoylsuccinyl-CoA thiolase	
HS05902-MONOMER	HS05902	P51589	cytochrome P450 2J2	arachidonic acid epoxygenase, CYPIIJ2, albendazole monooxygenase (hydroxylating)
MONOMER-4281			1-O-IAGlu hydrolase	
CPLX490-3554			ClpP3/R protease	
EG12045-MONOMER	EG12045	P33919	putative DNA repair helicase RadD	YejI, YejJ, YejH, RadD, putative ATP-dependent helicase, implicated in DNA repair
MONOMER-19356	G-44066	Q6J228	fusarin C synthetase	
CPLX-7892			kynureninase	
MONOMER-3093	G-2201		naphthalene 1,2-dioxygenase complex oxygenase component &alpha; subunit	
MGLB-MONOMER	EG10593	P0AEE5	D-galactose/methyl-galactoside ABC transporter periplasmic binding protein	MglB, D-galactose/D-glucose binding protein, GGBP, GBP
HOMSUCTRAN-CPLX				
MONOMER-13552	G-10323		atrazine <i>N</i>-dealkylase	AtrA
MONOMER-6902	G-12222	P52705	(<i>S</i>)-hydroxynitrile lyase monomer	
CPLX-8338			11-<i>cis</i> retinol dehydrogenase	
HS11953-MONOMER	HS11953	Q7Z6J9	tRNA-splicing endonuclease subunit TSEN54	HsSen54, tRNA-intron endonuclease Sen54
MONOMER-14331				
CPLX-1621			2-haloacid dehalogenase	halocarboxylic acid halidohydrolase, 2-haloalkanoic acid halidohydrolase, L-2-haloacid dehalogenase, haloacetate dehydrogenase, 2-haloacid halidohydrolase
MONOMER-16517	G-12778		&beta;-peptidyl aminopeptidase &beta; subunit	
MONOMER-11712	G-9103	Q59268	&alpha;-methyleneglutarate mutase subunit	Mgm
CPLX-8790			mycinamicin VIII monooxygenase complex	
MONOMER-14036	G-10724	Q6UEG5		AflJ, EstA
AT1G68890-MONOMER	AT1G68890		PHYLLO [multifunctional]	
CPLX-4461			[LysW]-L-2-aminoadipate semialdehyde transaminase	
ARGS-MONOMER	EG10071	P11875	arginine&mdash;tRNA ligase	Lov, ArgS, ArgRS
MONOMER-17301	G-15088	B1XKC6	fatty-acyl-[acp] elongase/decarboxylase	Ols
CPLX-9217			dimethylamine monooxygenase complex monomer	
MONOMER-19137	G-43867	Q9AH10		NpdC
MONOMER-14876			elisabethatriene synthase	
CPLX-7026			branched-chain amino acid aminotransferase	BCAT, transaminase B
MONOMER-17046			2-oxoglutarate decarboxylase monomer	
G185E-7818-MONOMER	G185E-7818	I6XHI0	3-oxo-23,24-bisnorchol-4,17(20)-dien-22-oyl-CoA hydratase &beta; subunit	Rv3541c
CPLX0-3941			phenylacetyl-CoA thioesterase	
FMDDMBARK-MONOMER	G-377		FmdD	FmdD
AT3G61440-MONOMER	AT3G61440			
CPLX-7454			toluene-4-monooxygenase complex hydroxylase complex	T4moH
AT2G38040-MONOMER	AT2G38040	Q9LD43	acetyl-CoA carboxyltransferase &alpha; subunit	
MONOMER-19767	G-44471	A0A0M3WPF1	2-phosphono-formylglycerate enolase	PhpH
CPLX490-3506			photosystem II	PS II
MONOMER-5361				
MONOMER-17741			flavonoid 3-<i>O</i>-glucosyltransferase	
CPLX-7872			mitochondrial NADP(+)-dependent isocitrate dehydrogenase	NADP(+)-specific isocitrate dehydrogenase, isocitrate dehydrogenase 2
MONOMER-19518	G-44222	A0A0A8J686	diacetamido-8-epilegionaminic acid cytidylyl transferase	
G66-33375-MONOMER	G66-33375	Q9Y487	H<sup>+</sup>-translocating V-ATPase subunit a2	Lysosomal H(+)-transporting ATPase V0 subunit a2, TJ6, V-ATPase 116 kDa isoform a2, Vacuolar proton translocating ATPase 116 kDa subunit a isoform 2, VPP2_HUMAN, V-type proton ATPase 116 kDa subunit a isoform 2
GMP-REDUCT-CPLX				
MONOMER-11088	G-8608	Q6IVK8		UDPGDH
MONOMER0-4437	EG12211		acetyl-CoA-bound PanD maturation factor	
CPLX-8309			tRNA (adenine<sup>58</sup>-<i>N</i><sup>1</sup>)-methyltransferase	
G3O-29578-MONOMER	G3O-29578	Q12063	dehydrodolichyl diphosphate synthase NUS1 subunit	
MONOMER-20152	G-55044	Q7MAP2	menaquinone C8-methyltransferase	MqnK
CPLX-1542				sucrose-6<sup>F</sup>-phosphate phosphatase
MONOMER-85	G-497	P21640		CobJ
MONOMER-12323	G-9513	Q285R5		
CPLX-8773			2-naphthoyl-CoA reductase	
MONOMER-14527	G-11097	Q9DCN2	NADH-cytochrome <i>b<sub>5</sub></i> reductase	NADH-cytochrome <i>b<sub>5</sub></i> reductase 3 soluble form, diaphorase-1, NADH-cytochrome <i>b<sub>5</sub></i> reductase 3
PHOSGLUCOSAMINEMUT-MONOMER	EG11553	P31120	phosphoglucosamine mutase	YhbF, GlmM, MrsA
CPLX-4321				
MONOMER-11973	G-16013	Q0IP69		
MONOMER-15408	G-11810	C0SVZ5	diketide-CoA synthase	DCS, diketide-coenzyme A synthase
CPLX-9194			sesamin methylene transferase	
MONOMER-17489				
MONOMER-12856	G-9854	P97084	L-threonine-<i>O</i>-3-phosphate decarboxylase subunit	CobD
CPLX-7011			2-oxoglutarate synthase	OGOR, 2-ketoglutarate ferredoxin oxidoreductase, KGOR
MONOMER-15077			L-lysine aminotransferase	
ATPA-MONOMER	EG10098	P0ABB0	ATP synthase F<sub>1</sub> complex subunit &alpha;	UncA, PapA, AtpA
CPLX0-3801			DNA polymerase III, preinitiation complex	
AT5G04660-MONOMER	AT5G04660	Q9LZ31	unsaturated fatty-acids epoxidase	
MONOMER-18166	G-17673	Q1GY13	sucrose-phosphate synthase/phosphatase monomer	Sps
CPLX-744				
MONOMER-19935	G-44634	L8EVJ1	tetracycline nonaketamide D-ring cyclase/dehydratase	OxyK
MONOMER-15875	G-12195	Q58Y44	3-sulfolactate sulfo-lyase small subunit	SuyA
CPLX3O-77			phosphofructokinase	
MONOMER-17922	G-15554	Q9SSZ7	flavonoid peroxidase 3	
GLURS-MONOMER	EG10407	P04805	glutamate&mdash;tRNA ligase	GltM, GltX, GluRS
CPLX-7846			cob(II)yrinate <i>a,c</i>-diamide reductase	
G7394-MONOMER	G7394	P76621	glutarate hydroxylase GlaH	GlaH, YgaT, CsiD, PF08943 family protein CsiD
DALADEHYDROGA-MONOMER	EG11407	P0A6J5	D-amino acid dehydrogenase	DadR, DadA
GLUTATHIONE-REDUCT-NADPH-CPLX				
BSU33400-MONOMER	BSU33400	O32210	glyoxal/methylglyoxal reductase	YvsB, YvgN
MONOMER-20573	G-58730	Q8RL72	mupirocin synthase MmpD	MmpD
CPLX-8293			oligoxyloglucan &beta;-glycosidase	
MONOMER66-341	HS04513	P04040	catalase monomer	
MONOMER-18569	G-18037	D0C9N6	carnitine monooxygenase oxygenase component	CntA
CPLX-1461			bile acid coenzyme A transferase	
MONOMER-20335	G-58124		4-hydroxytryptamine kinase	PsiK
HS03462-MONOMER	HS03462	P12074	cytochrome c oxidase subunit 6A1	cytochrome c oxidase polypeptide VIa-liver
CPLX-8756			mevalonate kinase	
SYNPCC7942_1048-MONOMER	SYNPCC7942_1053	P13530	phycocyanin, alpha subunit	
MONOMER-12549	G-9636	Q9Z4S6	tetrathionate reductase &alpha; subunit	TtrA
SYNPCC7942_1944-MONOMER	GCEQ-2175	Q31LU5	pyruvate dehydrogenase complex E1 component &alpha; subunit	PdhA
CPLX-4162				
HS00250-MONOMER	HS00250	Q11201	CMP-<i>N</i>-acetylneuraminate-&beta;-galactosamide-&alpha;-2,3-sialyltransferase 1	&alpha; 2,3-ST, &beta;-galactoside alpha-2,3-sialyltransferase, Gal-&beta;-1,3-GalNAc-alpha-2,3-sialyltransferase, Gal-NAc6S, SIAT4-A, SIATFL, ST3Gal I, ST3GalA.1, ST3GalIA, ST3O
MONOMER-21003	G-80521		2,4,6-trinitrotoluene nitroreductase monomer	PnrA
CPLX-9176			2-furaldehyde phosphate synthase	
RIB5PISOMA-MONOMER	EG11443	P0A7Z0	ribose-5-phosphate isomerase A	YgfC, RpiA
MONOMER-13326	G-44080	P95564	2-nitrotoluene dioxygenase complex ferredoxin reductase component	reductase<sub>2NT</sub>
CPLX-6990				glucose-6-phosphate isomerase
MONOMER-15629	G-12000	P0CT20	tryptophan dimethylallyltransferase monomer	DmaW
YJR025C-MONOMER	YJR025C	P47096		
CPLX0-3461			ribonuclease E	RNase E, Rne
MONOMER-13073			glutaminase subunit	
MONOMER-16308				
CPLX-7423				
YAL062W-MONOMER	YAL062W	P39708	NADP-dependent glutamate dehydrogenase 2 subunit	
MONOMER-13805				
CPLX3O-20				
MONOMER-18333	G-17834	S6AU36	2-methyl-4-hydroxy-quinoline farnesyltransferase	RauB
EG11249-MONOMER	EG11249	P0AE70	endoribonuclease toxin MazF	MazF, ChpA, ChpAK, MazF toxin of the MazF-MazE toxin-antitoxin system that exhibits ribonuclease activity
CPLX-7829			2-halobenzoate dioxygenase multicomponent enzyme system	
MONOMER-16050	G-12355	Q9F2A1	DsrP	
MONOMER-18955	G-43701	A0A1D8PJ13	D-specific enoyl-CoA hydratase	
GALACTURIDYLYLTRANS-CPLX			galactose-1-phosphate uridylyltransferase	
EG10523-MONOMER	EG10523	P06992	16S rRNA m<sup>6</sup><sub>2</sub>A1518,m<sup>6</sup><sub>2</sub>A1519 dimethyltransferase	KsgA, RsmA, ribosomal RNA small subunit methyltransferase A, rRNA small subunit methyltransferase A
MONOMER-16815	G-14646		GAP	Gap
CPLX-8271			carbon monoxide induced hydrogenase	
MONOMER-20748	G-63005	A0A0F7VPM5	3-demethylchaxamycin B methyltransferase	
HS08577-MONOMER	HS08577	P49585	choline-phosphate cytidylyltransferase A monomer	CCT A, CCT-alpha, CT A, CTP:phosphocholine cytidylyltransferase A, phosphorylcholine transferase A
CPLX-1363				ACC synthase
MONOMER-18731	G-27204	B7X4D9		
ENSG00000128965-MONOMER	HS13286	Q9BUX1	glutathione-specific &gamma;-glutamylcyclotransferase 1	
CPLX-8734			aclacinomycin 10-hydroxylase	
HS05604-MONOMER	HS05604	P56937	3-keto-steroid reductase	17-&beta;-HSD 7, 17 &beta;-hydroxysteroid dehydrogenase 7, hydroxysteroid (17-&beta;) dehydrogenase 7, 17 &beta;-hydroxysteroid dehydrogenase type VII, estradiol 17 &beta;-dehydrogenase 7
MONOMER-4224	G-3282		enolase	Eno
CPLX-4001			5,10-methylenetetrahydrofolate reductase	
EG11932-MONOMER	EG11932	P32695	tRNA-dihydrouridine synthase A	DusA, YjbN
MONOMER-19340	G-44050	B0CN27	non-ribosomal peptide synthase SfmC	SfmC
CPLX-9156			DMSO monooxygenase oxygenase component	
MONOMER-30	G-29	Q9I6J9	agmatine deiminase subunit	AguA
MGI:1861380-MONOMER	MGI:1861380	Q9JIA7	sphingosine kinase 2	
CPLX-6970			pinosylvin synthase	
MONOMER-13526				
MONOMER-68	G-60	Q8GSN6	gibberellin 2-oxidase	SoGA2OX1
CPLX0-3102			ClpX ATP-dependent protease specificity component and chaperone	
HS11391-MONOMER	HS11391	Q96LA8	protein arginine <i>N</i>-methyltransferase 6	heterogeneous nuclear ribonucleoprotein methyltransferase-like protein 6, histone-arginine N-methyltransferase PRMT6
MONOMER-14302	G-10911	P00389	NADPH-cytochrome P450 reductase	
CPLX-7407				
YPR183W-MONOMER	YPR183W	P14020	dolichyl-phosphate mannose synthase	GDP mannose:dolichyl-phosphate O-&beta;-D-mannosyltransferase, dolichol phosphate mannose synthase
AT1G66200-MONOMER	AT1G66200		glutamine synthetase	
CPLX3O-10517			class Ia ribonucleoside-diphosphate reductase	
MONOMER-16500	G-12764		cellulose 1,4-&beta;-cellobiosidase Cbh2	CBH II, exocellobiohydrolase II, cellulose 1,4-&beta;-cellobiohydrolase Cbh2
MONOMER-17285	G-15072	A9WGS0	methylmalonyl-CoA epimerase	
CPLX-7814				
MONOMER-14016	G-10704	P08077		Sph, AphD, StrA
MONOMER-1486			acetylpyruvate hydrolase	
FOLE-CPLX			GTP cyclohydrolase 1	
ARABISOM-MONOMER	EG10052	P08202	L-arabinose isomerase	AraA
G185E-7677-MONOMER	G185E-7677		mycolyl-trehalose-6-phosphate phosphatase	Rv3400
CPLX-8246				
MONOMER-19121	G-43854	Q4W1X2	UDP-galactopyranose mutase subunit	GlfA, UgmA
AT3G55030-MONOMER	AT3G55030	Q9M2W3		
CPLX-1303				
MONOMER-17026			glutamate--methylamine ligase monomer	
MONOMER-19751	G-44455	D3QY17	&alpha;1,2-colitosyltransferase	WbgN
CPLX-8715			carbon disulfide hydrolase dimer	
FEPC-MONOMER	EG10295	P23878	ferric enterobactin ABC transporter ATP binding subunit	
MONOMER-17724	G-15412		D-idonate 5-dehydrogenase	LgnI
CPLX-3845			2,3-bisphosphoglycerate-independent phosphoglycerate mutase 1	iPGM
AT2G34500-MONOMER	AT2G34500	O64697		C-22 desaturase
G6580-MONOMER	G6580	P0AEI6	phosphatase NudJ	YmfB, NudJ
CPLX-9137			tetracycline polyketide synthase	
MONOMER-5241				
MONOMER0-2811	EG10873		50S ribosomal subunit protein L7	RplL
CPLX-6946			sorbitol-6-phosphate 1-dehydrogenase	alditol-6-phosphate:NADP 1-oxidoreductase, S6PDH, A6PR, aldose-6-phosphate reductase
MONOMER-19501	G-44205	D6R245	3-hydroxy-D-kynurenine methyltransferase monomer	AcmI
MONOMER-20133	G-55026	Q3J0P5	4-hydroxy-3-polyprenylbenzoate decarboxylase	UbiD
CPLX0-263			isoaspartyl dipeptidase / asparaginase III	asparaginase 3
MONOMER-11008			sarcosine dehydrogenase subunit	
MONOMER-12297	G-44244			CYP82
CPLX-7382				
G3O-28927-MONOMER	G3O-28927	P38205	multisite-specific tRNA:(cytosine-<i>C</i><sup>5</sup>)-methyltransferase	multisite-specific tRNA:m5C-methyltransferase, NuCLear protein, tRNA (cytosine-5-)-methyltransferase NCL1
PHENDEHYD-MONOMER	G7961	P80668	phenylacetaldehyde dehydrogenase	YdbG, PadA, FeaB
CPLX1G01-131			nicotinate dehydrogenase (cytochrome)	
MONOMER-84	G-510	P21637		CobG
MONOMER-15390	HS03265		dipeptidyl-peptidase 1 exclusion domain chain	
CPLX-7792				
MONOMER-14503	G-11073	Q9SH30		copper-transporting ATPase 3
MONOMER-12833	G-9837	Q2NM15	sesquiterpene synthase	
ENTMULTI-CPLX				enterobactin synthetase multienzyme complex
MONOMER-11928				
ATCG00280-MONOMER	ATCG00280	P56778	Photosystem II CP43 chlorophyll apoprotein	PsbC, PSII 43 kDa protein, Photosystem II 44 kDa reaction center protein, Protein CP-43
CPLX-8225			oxalate decarboxylase	
MONOMER-17466		Q6GZ04		
MONOMER-18150	G-17657	Q9XC59	UDP-2-acetamido-2,6-dideoxy-&beta;-L-talose 2-epimerase	FnlC, WbjD
CPLX-121			butyrate-acetoacetate CoA-transferase, complex B	
MONOMER-15061	G-11502	O23917		anthranilate N-benzoyltransferase
MONOMER-15858	G-12181	Q9GPQ4	purine nucleosidase monomer	
CPLX-8693			alcohol dehydrogenase V	
AT4G37930-MONOMER	AT4G37930	Q9SZJ5	serine hydroxymethyltransferase	SHMT, serine transhydroxymethylase
GLTK-MONOMER	EG12662	P0AER5	glutamate/aspartate ABC transporter membrane subunit GltK	
CPLX-3701				
MONOMER-19918	G-44617	P32277	RNA ligase 2	Rnl2
CYOB-MONOMER	EG10179	P0ABI8	cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit 1	CyoB, cytochrome <i>bo</i><sub>3</sub> terminal oxidase subunit I, cytochrome <i>o</i> ubiquinol oxidase subunit I, cytochrome <i>bo</i><sub>3</sub> ubiquinol oxidase subunit I
CPLX-9120			ethanolamine-phosphate cytidylyltransferase	
MONOMER-17901	G-15540	Q9LTX3	pyridoxine/pyridoxamine 5'-phosphate oxidase	
MONOMER-20557	G-58349	Q9P4W2	endo-polygalacturonase D	PgaD, pectinase D, polygalacturonase D
CPLX-6930				
G7247-MONOMER	G7247	P77585	aminopeptidase YpdE	YpdE, broad-specificity exoaminopeptidase
MONOMER-18552	G-18025	B3TZD8	3-sulfinopropionyl-CoA synthetase &beta; subunit	SucC
CPLX0-240			tagatose-1,6-bisphosphate aldolase 1	
BSU25300-MONOMER	BSU25300	P19079	cytidine/deoxycytidine deaminase monomer	Cdd
HS03242-MONOMER	HS03242	P08294	Extracellular superoxide dismutase [Cu-Zn]	EC-SOD
CPLX-7365				
MONOMER3O-85	G3O-33	P40857	very-long-chain 3-hydroxyacyl-CoA dehydratase	
SYNPCC7942_1344-MONOMER	SYNPCC7942_1344	Q31NJ5	NADH-plastoquinone oxidoreductase, I subunit NADH-quinone oxidoreductase, chain I	NdhI
CPLX12WB-77			energy-coupling factor transporter core complex	ECF core complex
MONOMER-20319	G-55304	V4HM79	tribromopyrrolyl-2-carboxylate decarboxylase	
MONOMER-20987			UDP-glucose:(digitoxigenin-3&beta;-yl)-&beta;-D-quinovoside 4-<i>O</i>-glucosyltransferase	
CPLX-7776				
MONOMER-12519				
MONOMER-1331	G-865	Q48389		MtnC, MasA, enolase-phosphatase E-1, E-1 enzyme
DIHYDROXYACIDDEHYDRAT-CPLX			dihydroxy-acid dehydratase	2,3-dihydroxy-acid hydro-lyase
HS00049-MONOMER	HS00049	P34897	serine hydroxymethyltransferase	glycine hydroxymethyltransferase, serine methylase, SHMT
YJDL-MONOMER	EG12469	P39276	dipeptide/tripeptide:H<sup>+</sup> symporter DtpC	YjdL, DtpC
CPLX-8210			dihydrophenazinedicarboxylate synthase	PhzG
RHA1_RO10136-MONOMER	RHA1_RO10136	Q75WN8	2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoate hydrolase	BphD
MONOMER-16282	G-12563	Q9UWN2		CgtA
CPLX-1107			allantoinase	allantoin amidohydrolase
MONOMER-15604	G-11975	Q0QWS4		
MONOMER-13782	G-10513	Q66DP5	CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase	DdhD, AscD, CDP-6-deoxy-&Delta;-3,4-glucoseen reductase
CPLX-8673				
MONOMER-13056	G-9941	Q5RLY5	phosphoketolase subunit	
EG11177-MONOMER	EG11177	P60340	tRNA pseudouridine<sup>55</sup> synthase	YhbA, TruB
CPLX-3541				
MONOMER-18316	G-17817	Q4J8Z2	L-ornithine carbamoyltransferase	ArgF
MONOMER-18939	G-34647	C7P8V7	tyramine--L-glutamate ligase	MfnD
CPLX-9100			epoxyalkane:coenzyme M transferase	
MONOMER-16033				
MONOMER-16787	G-14628	Q40024		
CPLX-6913				
EG10437-MONOMER	EG10437	P25519	ribosome rescue factor HflX	HflA, HslX, HflX, ribosome-dissociating factor, GTPase
HS08399-MONOMER	HS08399	P52789	hexokinase-2	hexokinase type II, muscle form hexokinase
CPLX0-2081			dihydroxyacetone kinase	DHAK, DHA kinase
MONOMER-20732	G-62989	A0A286SC67		
ENSG00000118276-MONOMER	HS04210	Q9UBX8	glucosylceramide &beta;-1,4-galactosyltransferase	2.4.1.-, b4Gal-T6, &beta;-1,4-GalTase 6, &beta;4Gal-T6, LacCer synthase, UDP-Gal:beta-GlcNAc beta-1,4-galactosyltransferase 6, UDP-Gal:glucosylceramide beta-1,4-galactosyltransferase, UDP-galactose:beta-N-acetylglucosamine beta-1,4-galactosyltransferase 6, &beta;-1,4-galactosyltransferase 6, lactosylceramide synthase
CPLX-7348				
MONOMER-18715	G-27189	D7UTD1	fusicocca-2,10(14)-diene-8&beta;,16-diol dioxygenase	
MONOMER-4201	G-3261	Q8KTI7	NAD-dependent formate dehydrogenase &alpha; subunit	
CPLX0-8288			sensor histidine kinase CusS	
HS05461-MONOMER	HS05461	P37058	testosterone 17-beta-dehydrogenase 3	17-beta-HSD 3, Testicular 17-beta-hydroxysteroid dehydrogenase
MONOMER-19324	G-44034	D2IKN6	1-piperideine 6-carboxylate reductase	
CPLX-7760			creatine kinase BB isoform	creatine kinase B chain, B-CK, brain creatine kinase, CK-BB, BB, BB-CK, B-B
EG11847-MONOMER	EG11847	P0A9V8	3-sulfolactaldehyde reductase	SquU, YihU
METHYLENETHFREDUCT-MONOMER	EG10585	P0AEZ1	5,10-methylenetetrahydrofolate reductase	MetF
DALADALALIGB-CPLX			D-alanine&mdash;D-alanine ligase B	
XAPB-MONOMER	EG13159	P45562		XapB, XapB xanthosine MFS transporter
MONOMER-6721	G-5201	Q5CAF4	menthol dehydrogenase	(-)-menthone:(-)-3<i>R</i>-menthol reductase
CPLX-8196			SoxXA	
MONOMER-2861	G-2004	Q46979	subunit of 5-carboxymethyl-2-hydroxymuconic semialdehyde dehydrogenase	HpcC, HpaE
MONOMER-14283	G-10903	O06925	malonate decarboxylase acyl-carrier protein subunit	MadE
CPLX-102			acetoacetate decarboxylase	
MONOMER-13500				
AT1G62540-MONOMER	AT1G62540	Q94K43	glucosinolate <i>S</i>-oxygenase 2	
CPLX-8656			geranyl diphosphate synthase	
HS11006-MONOMER	HS11006	P18283	glutathione peroxidase 2 subunit	
MONOMER-17266	G-15052	Q2MF64	5''-phosphoribosylparomamine phosphatase	LivP
CPLX-3441			hexulose-6-phosphate synthase	HPS, 3-hexulosephosphate synthase
YPL069C-MONOMER	YPL069C	Q12051		
MONOMER-14787				
CPLX-9084			uroporphyrinogen III decarboxylase	
MONOMER-16481	G-12748	Q44563	[FeV]-nitrogenase complex dinitrogenase component &alpha; subunit	VnfD, nitrogenase vanadium-iron protein alpha chain
G185E-7476-MONOMER	G185E-7476	P9WMN7	[sulfur-carrier protein CysO]--sulfur ligase	MoeZ
CPLX-6897				
MONOMER-13992	G-10685			
AT3G49680-MONOMER	AT3G49680	Q9M401	branched-chain aminotransferase	
CPLX0-1541			5'-methylthioadenosine/<i>S</i>-adenosylhomocysteine nucleosidase	
AMPG-MONOMER	EG12183	P0AE16	muropeptide:H<sup>+</sup> symporter	AmpG
MONOMER-19734	G-44438	Q8KBG1	chlorophyllide reductase subunit Y	BchY
CPLX-7332				
MONOMER-19105	G-43838	Q9KM65	3-aminotridec-2-en-4-one synthase	CqsA
MONOMER-17703	G-15401	P57093	phytanoyl-CoA dioxygenase, peroxisomal	PhyH
CPLX0-8231				
