#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material
GCF_002251025.1	PRJNA224116	SAMN07367960	NOKF00000000.1	na	580165	580165	Bacillus cytotoxicus	strain=CH_15		replaced	Contig	Major	Full	2017/08/14	ASM225102v1	University of Zurich	GCA_002251025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/251/025/GCF_002251025.1_ASM225102v1		
GCF_002251045.1	PRJNA224116	SAMN07367956	NOKJ00000000.1	na	580165	580165	Bacillus cytotoxicus	strain=CH_2		replaced	Contig	Major	Full	2017/08/14	ASM225104v1	University of Zurich	GCA_002251045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/251/045/GCF_002251045.1_ASM225104v1		
GCF_002251055.1	PRJNA224116	SAMN07367955	NOKK00000000.1	na	580165	580165	Bacillus cytotoxicus	strain=CH_1		replaced	Contig	Major	Full	2017/08/14	ASM225105v1	University of Zurich	GCA_002251055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/251/055/GCF_002251055.1_ASM225105v1		
GCF_002251085.1	PRJNA224116	SAMN07342383	NOJZ00000000.1	na	2020948	2020948	Romboutsia maritimum	strain=CCRI-22766		replaced	Contig	Major	Full	2017/08/14	ASM225108v1	CHU de Quebec - Universite Laval	GCA_002251085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/251/085/GCF_002251085.1_ASM225108v1		
GCF_002251115.1	PRJNA224116	SAMN07367957	NOKI00000000.1	na	580165	580165	Bacillus cytotoxicus	strain=CH_3		replaced	Contig	Major	Full	2017/08/14	ASM225111v1	University of Zurich	GCA_002251115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/251/115/GCF_002251115.1_ASM225111v1		
GCF_002251225.1	PRJNA224116	SAMN07368620	NOKA00000000.1	na	1763509	1763509	Lachnotalea glycerini	strain=CCRI-19302		replaced	Contig	Major	Full	2017/08/14	ASM225122v1	CHU de Quebec - Universite Laval	GCA_002251225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/251/225/GCF_002251225.1_ASM225122v1		
GCF_002251815.1	PRJNA224116	SAMN07450611	NQLI00000000.1	na	624	624	Shigella sonnei	strain=ECCTRSRTH08		replaced	Contig	Major	Full	2017/08/14	ASM225181v1	JCVI	GCA_002251815.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/251/815/GCF_002251815.1_ASM225181v1		
GCF_002251875.1	PRJNA224116	SAMN07450608	NQLJ00000000.1	na	72407	573	Klebsiella pneumoniae subsp. pneumoniae	strain=KPCTRSRTH01		replaced	Contig	Major	Full	2017/08/14	ASM225187v1	JCVI	GCA_002251875.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/251/875/GCF_002251875.1_ASM225187v1		
GCF_002252075.1	PRJNA224116	SAMN06821038	NELN00000000.1	na	2148	2148	Acholeplasma laidlawii	strain=PG8RMel		replaced	Scaffold	Major	Full	2017/08/15	ASM225207v1	Kazan Institute of Biochemistry and Biophysics KazSC RAS	GCA_002252075.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/075/GCF_002252075.1_ASM225207v1		
GCF_002252185.1	PRJNA224116	SAMN06821057	NELO00000000.1	na	2148	2148	Acholeplasma laidlawii	strain=PG8RTet		replaced	Scaffold	Major	Full	2017/08/15	ASM225218v1	Kazan Institute of Biochemistry and Biophysics KazSC RAS	GCA_002252185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/185/GCF_002252185.1_ASM225218v1		
GCF_002252345.1	PRJNA224116	SAMN07431981	NPJR00000000.1	na	90371	28901	Salmonella enterica subsp. enterica serovar Typhimurium	strain=ST_PP_BR027		suppressed	Contig	Major	Full	2017/08/15	ASM225234v1	Fluminense Federal University	GCA_002252345.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/345/GCF_002252345.1_ASM225234v1		
GCF_002252355.1	PRJNA224116	SAMN07428911	NPJP00000000.1	na	90371	28901	Salmonella enterica subsp. enterica serovar Typhimurium	strain=ST_PP_BR007		suppressed	Contig	Major	Full	2017/08/15	ASM225235v1	Fluminense Federal University	GCA_002252355.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/355/GCF_002252355.1_ASM225235v1		
GCF_002252365.1	PRJNA224116	SAMN07429440	NPJQ00000000.1	na	90371	28901	Salmonella enterica subsp. enterica serovar Typhimurium	strain=ST_PP_BR026		suppressed	Contig	Major	Full	2017/08/15	ASM225236v1	Fluminense Federal University	GCA_002252365.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/365/GCF_002252365.1_ASM225236v1		
GCF_002252405.1	PRJNA224116	SAMN07432234	NPJT00000000.1	na	90371	28901	Salmonella enterica subsp. enterica serovar Typhimurium	strain=ST_PP_BR032		suppressed	Contig	Major	Full	2017/08/15	ASM225240v1	Fluminense Federal University	GCA_002252405.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/405/GCF_002252405.1_ASM225240v1		
GCF_002252465.1	PRJNA224116	SAMN07432681	NPJU00000000.1	na	90371	28901	Salmonella enterica subsp. enterica serovar Typhimurium	strain=ST_PP_BR045		suppressed	Contig	Major	Full	2017/08/15	ASM225246v1	Fluminense Federal University	GCA_002252465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/465/GCF_002252465.1_ASM225246v1		
GCF_002252605.1	PRJNA224116	SAMN07431992	NPJS00000000.1	na	90371	28901	Salmonella enterica subsp. enterica serovar Typhimurium	strain=ST_PP_BR031		suppressed	Contig	Major	Full	2017/08/15	ASM225260v1	Fluminense Federal University	GCA_002252605.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/252/605/GCF_002252605.1_ASM225260v1		
GCF_002257765.1	PRJNA224116	SAMN06671967	NBXX00000000.1	na	573	573	Klebsiella pneumoniae	strain=WCHKP2080		replaced	Scaffold	Major	Full	2017/08/18	ASM225776v1	West China Hospital, Sichuan University	GCA_002257765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/765/GCF_002257765.1_ASM225776v1		
GCF_002257935.1	PRJNA224116	SAMN06671956	NBYI00000000.1	na	573	573	Klebsiella pneumoniae	strain=WCHKP13F2		replaced	Scaffold	Major	Full	2017/08/18	ASM225793v1	West China Hospital, Sichuan University	GCA_002257935.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/935/GCF_002257935.1_ASM225793v1		
GCF_002257935.2	PRJNA224116	SAMN06671956		na	573	573	Klebsiella pneumoniae	strain=WCHKP13F2		suppressed	Complete Genome	Major	Full	2018/04/09	ASM225793v2	West China Hospital, Sichuan University	GCA_002257935.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/257/935/GCF_002257935.2_ASM225793v2		
GCF_002258055.1	PRJNA224116	SAMN06671971	NBXT00000000.1	na	573	573	Klebsiella pneumoniae	strain=WCHKP7E2		replaced	Scaffold	Major	Full	2017/08/18	ASM225805v1	West China Hospital, Sichuan University	GCA_002258055.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/258/055/GCF_002258055.1_ASM225805v1		
GCF_002258145.1	PRJNA224116	SAMN06671960	NBYE00000000.1	na	573	573	Klebsiella pneumoniae	strain=WCHKP8F4		replaced	Scaffold	Major	Full	2017/08/18	ASM225814v1	West China Hospital, Sichuan University	GCA_002258145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/258/145/GCF_002258145.1_ASM225814v1		
GCF_002258145.2	PRJNA224116	SAMN06671960		na	573	573	Klebsiella pneumoniae	strain=WCHKP8F4		suppressed	Complete Genome	Major	Full	2018/03/05	ASM225814v2	West China Hospital, Sichuan University	GCA_002258145.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/258/145/GCF_002258145.2_ASM225814v2		
GCF_002260745.1	PRJNA224116	SAMD00083912	BDQT00000000.1	na	548	548	Klebsiella aerogenes	strain=11E12		suppressed	Scaffold	Major	Full	2017/07/19	ASM226074v1	Hattori Laboratory, Department of Center for Omics and Bioinformatics, Graduate School of Frontier Sciences, The University of Tokyo	GCA_002260745.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/260/745/GCF_002260745.1_ASM226074v1	many frameshifted proteins	
GCF_002263135.1	PRJNA224116	SAMN05195920	NOVL00000000.1	na	108619	28901	Salmonella enterica subsp. enterica serovar Newport	strain=CFSAN051025		replaced	Contig	Major	Full	2017/08/22	ASM226313v1	FDA	GCA_002263135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/135/GCF_002263135.1_ASM226313v1		
GCF_002263275.1	PRJNA224116	SAMN05195938	NOVO00000000.1	na	1911135	28901	Salmonella enterica subsp. diarizonae serovar 16:z10:e,n,x,z15	strain=CFSAN051043		replaced	Contig	Major	Full	2017/08/22	ASM226327v1	FDA	GCA_002263275.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/275/GCF_002263275.1_ASM226327v1		
GCF_002263275.2	PRJNA224116	SAMN05195938	NOVO00000000.2	na	1911135	28901	Salmonella enterica subsp. diarizonae serovar 16:z10:e,n,x,z15	strain=CFSAN051043		suppressed	Contig	Major	Full	2018/04/24	ASM226327v2	FDA	GCA_002263275.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/275/GCF_002263275.2_ASM226327v2		
GCF_002263315.1	PRJNA224116	SAMN05195934	NOVM00000000.1	na	596	28901	Salmonella enterica subsp. enterica serovar Muenchen	strain=CFSAN051039		replaced	Contig	Major	Full	2017/08/22	ASM226331v1	FDA	GCA_002263315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/315/GCF_002263315.1_ASM226331v1		
GCF_002263325.1	PRJNA224116	SAMN05195936	NOVN00000000.1	na	596	28901	Salmonella enterica subsp. enterica serovar Muenchen	strain=CFSAN051041		replaced	Contig	Major	Full	2017/08/22	ASM226332v1	FDA	GCA_002263325.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/325/GCF_002263325.1_ASM226332v1		
GCF_002263535.1	PRJNA224116	SAMN07346094	NMQQ00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAN3		suppressed	Contig	Major	Full	2017/08/22	ASM226353v1	Hospital de Clinicas de Porto Alegre	GCA_002263535.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/535/GCF_002263535.1_ASM226353v1		
GCF_002263675.1	PRJNA224116	SAMN07349398	NNBS00000000.1	na	294	294	Pseudomonas fluorescens	strain=SC1		suppressed	Contig	Major	Full	2017/08/22	ASM226367v1	New England College	GCA_002263675.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/263/675/GCF_002263675.1_ASM226367v1	unverified source organism	
GCF_002264315.1	PRJNA224116	SAMN06909677	NFUI00000000.1	na	573	573	Klebsiella pneumoniae	strain=LSK16		suppressed	Contig	Major	Full	2017/08/22	ASM226431v1	The First Affiliated Hospital, School of Medicine, Zhejiang University	GCA_002264315.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/264/315/GCF_002264315.1_ASM226431v1	contaminated	
GCF_002265505.1	PRJNA224116	SAMN07407606	NOLW00000000.2	na	562	562	Escherichia coli	strain=HPC-781		replaced	Contig	Major	Full	2018/01/03	ASM226550v2	National Environmental Engineering Research Institute-CSIR	GCA_002265505.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/265/505/GCF_002265505.1_ASM226550v2		
GCF_002265545.1	PRJNA224116	SAMN07420399	NPEM00000000.1	na	611	28901	Salmonella enterica subsp. enterica serovar Heidelberg	strain=SE146		suppressed	Scaffold	Major	Full	2017/08/22	ASM226554v1	U.S. Food and Drug Administration	GCA_002265545.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/265/545/GCF_002265545.1_ASM226554v1	contaminated	
GCF_002266435.1	PRJNA224116	SAMN07448754	NPNZ00000000.1	na	1404768	1404768	Bradyrhizobium amphicarpaeae	strain=39S1MB		replaced	Contig	Major	Full	2017/08/22	ASM226643v1	Ottawa Research and Development Center	GCA_002266435.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/266/435/GCF_002266435.1_ASM226643v1		
GCF_002266465.1	PRJNA224116	SAMN07448748	NQFN00000000.1	na	1404367	1404367	Bradyrhizobium symbiodeficiens	strain=85S1MB		replaced	Contig	Major	Full	2017/08/23	ASM226646v1	Ottawa Research and Development Center	GCA_002266465.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/266/465/GCF_002266465.1_ASM226646v1		
GCF_002268645.1	PRJNA224116	SAMN07141968	NHPK00000000.1	na	1428	1428	Bacillus thuringiensis	strain=1126_1		replaced	Contig	Major	Full	2017/08/24	ASM226864v1	Institute of Plant Protection, Chinese Academy of Agricultural Sciences	GCA_002268645.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/268/645/GCF_002268645.1_ASM226864v1		
GCF_002270765.1	PRJNA485481			na	2024604	2560385	Citrus concave gum-associated virus		CGW2	replaced	Complete Genome	Major	Full	2017/08/24	ViralProj399950		GCA_002270765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/270/765/GCF_002270765.1_ViralProj399950		
GCF_002272235.1	PRJNA224116	SAMN07372735	NPDE00000000.1	na	2022552	2022552	Paenibacillus sp. 7884-2	strain=7884-2		suppressed	Contig	Major	Full	2017/08/28	assembly-7884-2_v1	Bielefeld University	GCA_002272235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/272/235/GCF_002272235.1_assembly-7884-2_v1	unverified source organism	
GCF_002276945.1	PRJNA224116	SAMN06718482	NCWT00000000.1	na	1245	1245	Leuconostoc mesenteroides	strain=OG2		suppressed	Contig	Major	Full	2017/08/29	ASM227694v1	SysMilk	GCA_002276945.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/276/945/GCF_002276945.1_ASM227694v1	contaminated	
GCF_002277995.1	PRJNA224116	SAMN04875535		na	1117645	1117645	Elizabethkingia anophelis	strain=FDAARGOS_198		suppressed	Complete Genome	Major	Full	2017/08/30	ASM227799v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002277995.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/277/995/GCF_002277995.1_ASM227799v1		
GCF_002278015.1	PRJNA224116	SAMN04875571		na	1354	1354	Enterococcus hirae	strain=FDAARGOS_234		suppressed	Complete Genome	Major	Full	2017/08/30	ASM227801v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002278015.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/015/GCF_002278015.1_ASM227801v1		
GCF_002278115.1	PRJNA224116	SAMN06928086	NIYC00000000.1	na	562	562	Escherichia coli	strain=CFSAN061770		replaced	Contig	Major	Full	2017/08/30	ASM227811v1	FDA/CFSAN	GCA_002278115.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/115/GCF_002278115.1_ASM227811v1		
GCF_002278135.1	PRJNA224116	SAMN07448707	NPNY00000000.1	na	931866	931866	Bradyrhizobium ottawaense	strain=OO99		replaced	Contig	Major	Full	2017/08/30	ASM227813v1	Ottawa Research and Development Center	GCA_002278135.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/278/135/GCF_002278135.1_ASM227813v1		
GCF_002283295.1	PRJNA224116	SAMN07513432	NQWG00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PAH13		suppressed	Contig	Major	Full	2017/08/31	ASM228329v1	Hospital de Clinicas de Porto Alegre	GCA_002283295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/283/295/GCF_002283295.1_ASM228329v1		
GCF_002284555.1	PRJNA224116	SAMN07439669	NPKV00000000.1	na	2024408	2024408	Neisseria sp. N95_16	strain=N95_16		suppressed	Contig	Major	Full	2017/08/31	ASM228455v1	Instituto Adolfo Lutz	GCA_002284555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/284/555/GCF_002284555.1_ASM228455v1		
GCF_002285635.1	PRJNA224116	SAMN07488153		na	558152	558152	Chryseobacterium piperi	strain=ATCC BAA-1782		suppressed	Complete Genome	Major	Full	2017/09/05	ASM228563v1	FDA	GCA_002285635.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/285/635/GCF_002285635.1_ASM228563v1		
GCF_002286195.1	PRJNA224116	SAMN05573652		na	1360	1358	Lactococcus lactis subsp. lactis			suppressed	Complete Genome	Major	Full	2017/09/05	ASM228619v1	Pukyong National University	GCA_002286195.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/286/195/GCF_002286195.1_ASM228619v1		
GCF_002287415.1	PRJNA224116	SAMN07513434	NQWE00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PA327		suppressed	Contig	Major	Full	2017/09/06	ASM228741v1	Hospital de Clinicas de Porto Alegre	GCA_002287415.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/415/GCF_002287415.1_ASM228741v1		
GCF_002287725.1	PRJNA224116	SAMN06547042	MWXT00000000.1	na	287	287	Pseudomonas aeruginosa	strain=PPF-1		replaced	Contig	Major	Full	2017/09/08	ASM228772v1	Universite Laval	GCA_002287725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/725/GCF_002287725.1_ASM228772v1		
GCF_002287885.1	PRJNA224116	SAMN05296520		na	1884634	1884634	Candidatus Nanopelagicus limnes		MMS-21-122	suppressed	Complete Genome	Major	Full	2017/09/08	ASM228788v1	University of Zurich	GCA_002287885.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/287/885/GCF_002287885.1_ASM228788v1		
GCF_002288735.1	PRJNA485481			na	1712570	1980524	Kasokero virus		Z-52963	replaced	Complete Genome	Major	Full	2016/04/20	ViralMultiSegProj319069		GCA_002288735.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/735/GCF_002288735.1_ViralMultiSegProj319069		
GCF_002288925.1	PRJNA407951	SAMN06216270	NQVZ00000000.1	na	9749	9749	Delphinapterus leucas		GAN/ISIS: 26980492/103006	replaced	Scaffold	Major	Full	2017/09/11	ASM228892v2	BC Cancer Agency	GCA_002288925.2	different	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/288/925/GCF_002288925.1_ASM228892v2		
GCF_002289045.1	PRJNA224116	SAMN07572761	NSJT00000000.1	na	1351	1351	Enterococcus faecalis	strain=H25		replaced	Contig	Major	Full	2017/09/11	ASM228904v1	University of Leicester	GCA_002289045.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/289/045/GCF_002289045.1_ASM228904v1		
GCF_002289235.1	PRJNA224116	SAMN04875582	NTGM00000000.1	na	1975706	1975706	Streptococcus sp. FDAARGOS_256	strain=FDAARGOS_256		replaced	Contig	Major	Full	2017/09/11	ASM228923v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002289235.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/289/235/GCF_002289235.1_ASM228923v1		
GCF_002290495.1	PRJNA224116	SAMN07203020	NIYV00000000.1	na	623	623	Shigella flexneri	strain=ESBL-06065-006		suppressed	Contig	Major	Full	2017/09/12	ASM229049v1	JCVI	GCA_002290495.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/495/GCF_002290495.1_ASM229049v1	unverified source organism	
GCF_002290505.1	PRJNA224116	SAMN07203021	NIYU00000000.1	na	623	623	Shigella flexneri	strain=ESBL-T020		suppressed	Contig	Major	Full	2017/09/12	ASM229050v1	JCVI	GCA_002290505.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/290/505/GCF_002290505.1_ASM229050v1	unverified source organism	
GCF_002300265.1	PRJNA224116	SAMN07444097	NPMT00000000.1	na	90371	28901	Salmonella enterica subsp. enterica serovar Typhimurium	strain=ST_PP_BR060		suppressed	Contig	Major	Full	2017/09/13	ASM230026v1	Fluminense Federal University	GCA_002300265.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/300/265/GCF_002300265.1_ASM230026v1		
GCF_002300715.1	PRJNA224116	SAMN07572879	NTHT00000000.1	na	573	573	Klebsiella pneumoniae	strain=B03		replaced	Scaffold	Major	Full	2018/08/30	ASM230071v1	Federal University of Uberlandia	GCA_002300715.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/300/715/GCF_002300715.1_ASM230071v1		
GCF_002300725.1	PRJNA224116	SAMN07572976	NTHU00000000.1	na	573	573	Klebsiella pneumoniae	strain=B11		replaced	Scaffold	Major	Full	2017/09/13	ASM230072v1	Federal University of Uberlandia	GCA_002300725.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/300/725/GCF_002300725.1_ASM230072v1		
GCF_002300755.1	PRJNA224116	SAMN07573090	NTHW00000000.1	na	573	573	Klebsiella pneumoniae	strain=B29		replaced	Scaffold	Major	Full	2017/09/13	ASM230075v1	Federal University of Uberlandia	GCA_002300755.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/300/755/GCF_002300755.1_ASM230075v1		
GCF_002300765.1	PRJNA224116	SAMN07573093	NTHY00000000.1	na	573	573	Klebsiella pneumoniae	strain=B35		replaced	Scaffold	Major	Full	2017/09/13	ASM230076v1	Federal University of Uberlandia	GCA_002300765.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/300/765/GCF_002300765.1_ASM230076v1		
GCF_002300785.1	PRJNA224116	SAMN07573092	NTHX00000000.1	na	573	573	Klebsiella pneumoniae	strain=B30		replaced	Scaffold	Major	Full	2018/08/30	ASM230078v1	Federal University of Uberlandia	GCA_002300785.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/300/785/GCF_002300785.1_ASM230078v1		
GCF_002310295.1	PRJNA224116	SAMN06927532		na	155892	155892	Caulobacter vibrioides	strain=CB2		suppressed	Complete Genome	Major	Full	2017/09/18	ASM231029v1	University of South Carolina	GCA_002310295.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/295/GCF_002310295.1_ASM231029v1		
GCF_002310375.1	PRJNA224116	SAMN06927530		na	155892	155892	Caulobacter vibrioides	strain=CB13b1a		suppressed	Complete Genome	Major	Full	2017/09/18	ASM231037v1	University of South Carolina	GCA_002310375.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/375/GCF_002310375.1_ASM231037v1		
GCF_002310375.2	PRJNA224116	SAMN06927530		na	155892	155892	Caulobacter vibrioides	strain=CB13b1a		suppressed	Complete Genome	Major	Full	2017/10/04	ASM231037v2	University of South Carolina	GCA_002310375.2	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/375/GCF_002310375.2_ASM231037v2		
GCF_002310455.1	PRJNA224116	SAMN06927531		na	155892	155892	Caulobacter vibrioides	strain=CB1		suppressed	Complete Genome	Major	Full	2017/09/18	ASM231045v1	University of South Carolina	GCA_002310455.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/310/455/GCF_002310455.1_ASM231045v1		
GCF_002313005.1	PRJNA224116	SAMN04045282		na	666	666	Vibrio cholerae	strain=ICDC-VC661		suppressed	Complete Genome	Major	Full	2017/09/19	ASM231300v1	National Institute for Communicable Disease Control and Prevention, China CDC	GCA_002313005.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/005/GCF_002313005.1_ASM231300v1		
GCF_002313145.1	PRJNA224116	SAMN04875567	NWFL00000000.1	na	546367	546367	Hafnia paralvei	strain=FDAARGOS_230		replaced	Contig	Major	Full	2017/09/19	ASM231314v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002313145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/145/GCF_002313145.1_ASM231314v1		
GCF_002313155.1	PRJNA224116	SAMN04875558	NWFK00000000.1	na	1975705	1975705	Psychrobacter sp. FDAARGOS_221	strain=FDAARGOS_221		suppressed	Contig	Major	Full	2017/09/19	ASM231315v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002313155.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/155/GCF_002313155.1_ASM231315v1		
GCF_002313185.1	PRJNA224116	SAMN04875531	NWFM00000000.1	na	1975707	1975707	Pantoea sp. FDAARGOS_194	strain=FDAARGOS_194		suppressed	Contig	Major	Full	2017/09/19	ASM231318v1	University of Maryland School of Medicine Institute for Genome Sciences (IGS) - sequencing center	GCA_002313185.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/313/185/GCF_002313185.1_ASM231318v1		
GCF_002317065.1	PRJNA224116	SAMN07450650	NVQG00000000.1	na	624	624	Shigella sonnei	strain=ECFood+06		suppressed	Contig	Major	Full	2017/09/20	ASM231706v1	JCVI	GCA_002317065.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/317/065/GCF_002317065.1_ASM231706v1	unverified source organism	
GCF_002356555.1	PRJNA224116	SAMD00046889		na	1052	1052	Halorhodospira halochloris	strain=DSM-1059		suppressed	Chromosome	Major	Full	2016/02/20	HH1059_assembly_1.0	Environment and Life Sciences, Toyohashi University of Technology	GCA_002356555.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/356/555/GCF_002356555.1_HH1059_assembly_1.0		
GCF_002366025.1	PRJNA485481			na	1548714	1548713	Parrot bornavirus 1		16234	suppressed	Complete Genome	Major	Full	2016/08/01	ViralProj300260.2		GCA_002366025.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/366/025/GCF_002366025.1_ViralProj300260.2		
GCF_002366085.1	PRJNA485481			na	1972684	1972684	Balsa almendravirus	strain=CoB 84		suppressed	Complete Genome	Major	Full	2017/09/21	ViralProj354191		GCA_002366085.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/366/085/GCF_002366085.1_ViralProj354191		
GCF_002366145.1	PRJNA485481			na	1915203	1915203	Common bean severe mosaic virus		Cuba/Mayabeque 16/2014	replaced	Complete Genome	Major	Full	2017/09/21	ViralProj354192		GCA_002366145.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/366/145/GCF_002366145.1_ViralProj354192		
GCF_002366225.1	PRJNA485481			na	1917013	1917013	Bosavirus MS-2016a			replaced	Complete Genome	Major	Full	2017/09/21	ViralProj354195		GCA_002366225.1	identical	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/366/225/GCF_002366225.1_ViralProj354195		
